"species","family","respiration_rate_gC_per_d","individual_mass_g","temperature_celsius","habitat","reef"
"Oreochromis mossambicus","Cichlidae",72,33.5,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",72,27.9,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",73,46,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",77,109,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",78,23.9,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",81,82.7,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",83,68.3,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",86,36.2,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",90,28.8,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",93,56.9,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",94,24,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",100,60.8,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",100,147,298.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",100,10.1,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",105,48.3,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",105,35.3,303.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",108,108,298.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",109,35.3,303.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",110,17.1,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",112,79.6,298.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",112,67.6,298.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",113,35.3,303.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",118,60.8,298.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",121,147,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",121,22.4,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",122,33.5,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",125,40.6,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",131,74.6,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",136,57.4,298.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",137,10,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",143,109,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",143,8.72,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",155,81.1,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",155,42.2,298.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",158,25.5,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",158,67,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",159,33.2,298.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",159,74.6,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",164,147,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",167,68.3,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",172,35.3,303.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",174,12.9,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",174,17.3,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",178,57.4,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",186,10.7,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",186,108,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",191,3.99,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",191,2.98,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",192,10.6,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",199,10.2,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",199,21.1,298.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",200,79.6,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",209,43.5,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",212,41.4,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",213,39.6,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",214,47.4,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",216,72.3,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",221,5.1,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",223,48.1,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",234,17.3,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",238,49.7,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",240,41.8,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",242,10.6,298.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",246,32.2,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",259,39.1,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",262,23.7,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",267,1.12,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",268,46.5,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",268,1.5,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",270,22.6,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",282,3.28,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",282,2.01,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",286,39.9,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",290,10.5,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",300,27.1,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",314,11.1,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",318,10.2,301.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",327,22.4,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",332,22.8,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",415,0.92,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",418,3.28,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",422,13.2,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",429,20,303.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",434,11.3,305.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",438,2.7,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",457,0.46,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",508,2.7,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",600,20,303.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",606,0.03,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",611,0.26,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",614,0.69,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",644,0.51,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",646,1.12,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",669,0.04,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",672,0.11,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",677,0.76,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",739,0.05,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",785,0.92,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",813,0.03,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",814,0.04,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",861,0.24,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",944,0.06,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",992,0.08,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",994,0.11,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",1046,0.15,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",1266,0.05,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",1323,0.01,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",1464,0.03,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",1615,0.03,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",1775,0.01,298.45,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",2159,0.01,298.45,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",93,77,298.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",94,310,299.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",173,83.89,298.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",199,82.66,298.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",214,83.89,298.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",219,88.84,298.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",220,77.1,298.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",247,80.42,298.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",268,75.15,298.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",268,82.66,298.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",280,88.84,298.15,"Freshwater","no"
"Oreochromis niloticus","Cichlidae",306,80.42,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",185,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",306,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",329,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",381,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",381,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",394,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",417,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",421,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",432,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",438,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",447,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",449,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",480,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",505,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",522,0.21,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",539,0.25,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",549,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",553,0.23,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",555,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",572,0.24,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",587,0.25,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",589,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",600,0.26,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",602,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",605,0.29,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",617,0.21,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",628,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",639,0.42,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",642,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",643,0.25,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",644,0.21,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",659,0.24,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",667,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",678,0.22,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",682,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",702,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",754,0.24,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",767,0.28,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",767,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",770,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",773,0.21,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",778,0.23,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",789,0.21,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",795,0.3,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",798,0.3,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",807,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",818,0.29,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",825,0.24,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",841,0.21,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",862,0.18,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",876,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",880,0.24,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",887,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",904,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",918,0.28,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",934,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",992,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",1068,0.27,298.15,"Freshwater","no"
"Oryzias latipes","Adrianichthyidae",1119,0.27,298.15,"Freshwater","no"
"Osphronemus goramy","Osphronemidae",89,12.5,301.15,"Freshwater","no"
"Pagetopsis macropterus","Channichthyidae",24,76,273.15,"Marine","no"
"Pagothenia borchgrevinki","Nototheniidae",48,108,272.25,"Marine","no"
"Paranotothenia magellanica","Nototheniidae",93,200,278.45,"Marine","no"
"Paranotothenia magellanica","Nototheniidae",97,200,275.95,"Marine","no"
"Parophrys vetulus","Pleuronectidae",100,70,288.15,"Marine","no"
"Parvilux ingens","Myctophidae",17,9.4,278.15,"Marine","no"
"Perca fluviatilis","Percidae",23,11,289.15,"Freshwater","no"
"Perca fluviatilis","Percidae",73,69,291.15,"Freshwater","no"
"Perca fluviatilis","Percidae",104,24,286.15,"Freshwater","no"
"Perca fluviatilis","Percidae",126,201,289.75,"Freshwater","no"
"Perca fluviatilis","Percidae",135,7.45,289.95,"Freshwater","no"
"Perca fluviatilis","Percidae",149,34,293.15,"Freshwater","no"
"Perca fluviatilis","Percidae",157,40,287.15,"Freshwater","no"
"Perca fluviatilis","Percidae",160,31,290.15,"Freshwater","no"
"Perca fluviatilis","Percidae",165,20.5,293.15,"Freshwater","no"
"Perca fluviatilis","Percidae",177,15.7,288.75,"Freshwater","no"
"Perca fluviatilis","Percidae",216,69.5,291.15,"Freshwater","no"
"Perca fluviatilis","Percidae",226,15,292.65,"Freshwater","no"
"Perca fluviatilis","Percidae",230,11.09,289.65,"Freshwater","no"
"Perca fluviatilis","Percidae",270,26,292.65,"Freshwater","no"
"Perca fluviatilis","Percidae",270,19.85,296.15,"Freshwater","no"
"Perca fluviatilis","Percidae",313,16,290.55,"Freshwater","no"
"Perca fluviatilis","Percidae",360,9.45,297.15,"Freshwater","no"
"Petromyzon marinus","Petromyzontidae",184,3.88,291.15,"Marine","no"
"Petromyzon marinus","Petromyzontidae",329,3.54,295.65,"Marine","no"
"Petromyzon marinus","Petromyzontidae",543,3.44,295.65,"Marine","no"
"Pimephales promelas","Cyprinidae",114,2,288.15,"Freshwater","no"
"Pimephales promelas","Cyprinidae",199,2,294.15,"Freshwater","no"
"Pimephales promelas","Cyprinidae",490,0.9,294.85,"Freshwater","no"
"Platichthys stellatus","Pleuronectidae",100,15,288.15,"Marine","no"
"Plecoglossus altivelis altivelis","Plecoglossidae",801,10.7,292.15,"Marine","no"
"Pleuronectes platessa","Pleuronectidae",106,5,278.15,"Marine","no"
"Pleuronectes platessa","Pleuronectidae",192,5,283.15,"Marine","no"
"Pleuronectes platessa","Pleuronectidae",259,2,283.15,"Marine","no"
"Pleuronectes platessa","Pleuronectidae",306,1,283.15,"Marine","no"
"Pleuronectes platessa","Pleuronectidae",372,5,288.15,"Marine","no"
"Pleuronectes platessa","Pleuronectidae",476,2,288.15,"Marine","no"
"Pleuronectes platessa","Pleuronectidae",572,5,293.15,"Marine","no"
"Pleuronectes platessa","Pleuronectidae",612,1,288.15,"Marine","no"
"Pleuronectes platessa","Pleuronectidae",1089,2,293.15,"Marine","no"
"Pleuronectes platessa","Pleuronectidae",1326,1,293.15,"Marine","no"
"Poecilia latipinna","Poeciliidae",34,5.6,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",77,3.7,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",94,5.6,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",124,3.7,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",141,1.4,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",162,5.6,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",196,3.7,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",212,1.4,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",256,5.6,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",299,1.4,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",330,3.7,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",451,1.4,298.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",550,1.24,288.15,"Freshwater","no"
"Poecilia latipinna","Poeciliidae",593,1.4,298.15,"Freshwater","no"
"Pollachius pollachius","Gadidae",240,870,291.65,"Marine","no"
"Pollachius pollachius","Gadidae",283,155,291.65,"Marine","no"
"Pomadasys commersonnii","Haemulidae",44,2627,288.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",58,1758,288.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",60,615,288.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",64,787,288.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",71,293,288.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",73,375,288.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",77,399,288.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",80,139,288.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",81,259,288.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",98,1251,293.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",99,863,293.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",102,190,288.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",121,381,293.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",123,578,293.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",127,321,293.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",135,331,293.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",141,202,293.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",143,215,293.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",145,1373,298.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",145,596,293.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",174,947,298.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",192,437,298.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",199,359,298.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",206,630,298.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",221,78.7,293.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",257,236,298.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",257,331,298.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",274,405,298.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",380,99.8,298.15,"Marine","yes"
"Pomadasys commersonnii","Haemulidae",507,62.4,298.15,"Marine","yes"
"Pomoxis annularis","Centrarchidae",91,11.5,290.55,"Freshwater","no"
"Poromitra crassiceps","Melamphaidae",16,17.1,278.15,"Marine","no"
"Poromitra crassiceps","Melamphaidae",40,4.5,273.45,"Marine","no"
"Pseudobathylagus milleri","Bathylagidae",16,41.1,278.15,"Marine","no"
"Pseudochaenichthys georgianus","Channichthyidae",40,35.7,273.65,"Marine","no"
"Pseudochaenichthys georgianus","Channichthyidae",40,38,274.15,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",33,13,283.05,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",36,17.3,283.85,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",37,21.2,283.45,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",52,18,283.45,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",55,24.3,283.05,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",60,21.4,283.85,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",61,22.6,293.15,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",72,23.1,294.65,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",74,23.6,293.15,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",78,16.8,294.15,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",91,15.8,294.65,"Marine","no"
"Pseudopleuronectes americanus","Pleuronectidae",127,24.2,294.15,"Marine","no"
"Pterophyllum scalare","Cichlidae",78,19.03,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",90,18.49,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",94,16.48,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",107,6.43,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",112,6.43,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",117,5.54,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",117,11.03,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",124,12.73,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",134,11.32,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",134,5.87,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",137,6.21,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",143,5.05,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",151,4.94,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",173,4.66,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",183,4.4,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",194,0.64,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",198,2.21,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",200,1.44,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",208,0.7,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",209,0.66,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",210,0.64,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",229,0.59,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",236,1.81,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",246,1.81,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",279,0.55,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",305,1.24,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",332,1.24,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",333,1.28,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",411,0.23,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",452,0.41,298.15,"Freshwater","no"
"Pterophyllum scalare","Cichlidae",494,0.41,298.15,"Freshwater","no"
"Rhinogobiops nicholsii","Gobiidae",31,4.04,288.15,"Marine","no"
"Rhinogobiops nicholsii","Gobiidae",42,4.04,288.15,"Marine","no"
"Rhinogobiops nicholsii","Gobiidae",49,4.04,288.15,"Marine","no"
"Rhinogobiops nicholsii","Gobiidae",61,4.04,288.15,"Marine","no"
"Rhinogobiops nicholsii","Gobiidae",65,4.04,288.15,"Marine","no"
"Rhinogobiops nicholsii","Gobiidae",66,4.04,288.15,"Marine","no"
"Rhinogobiops nicholsii","Gobiidae",67,4.04,288.15,"Marine","no"
"Rhinogobiops nicholsii","Gobiidae",68,4.04,288.15,"Marine","no"
"Rhinogobiops nicholsii","Gobiidae",82,4.04,288.15,"Marine","no"
"Rhodeus amarus","Cyprinidae",194,0.71,289.15,"Freshwater","no"
"Rhodeus sericeus","Cyprinidae",183,3,285.15,"Freshwater","no"
"Rhodeus sericeus","Cyprinidae",193,3,287.15,"Freshwater","no"
"Rhodeus sericeus","Cyprinidae",239,3,297.15,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",74,27,281.15,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",80,25,284.15,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",83,222,289.65,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",130,127,291.15,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",152,33,290.15,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",159,40,289.65,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",245,39.5,291.15,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",250,105,283.15,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",250,190,288.15,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",267,16.5,292.65,"Freshwater","no"
"Rutilus rutilus","Cyprinidae",285,1.75,291.15,"Freshwater","no"
"Sagamichthys abei","Platytroctidae",23,5.7,278.15,"Marine","no"
"Salmo salar","Salmonidae",57,25,280.15,"Marine","no"
"Salmo salar","Salmonidae",210,20,288.15,"Marine","no"
"Salmo salar","Salmonidae",229,25,293.15,"Marine","no"
"Salmo salar","Salmonidae",250,10,288.15,"Marine","no"
"Salmo salar","Salmonidae",252,10,287.65,"Marine","no"
"Salmo salar","Salmonidae",259,16,293.15,"Marine","no"
"Salmo salar","Salmonidae",305,5,288.15,"Marine","no"
"Salmo salar","Salmonidae",319,0.13,295.15,"Marine","no"
"Salmo salar","Salmonidae",381,0.15,288.15,"Marine","no"
"Salmo salar","Salmonidae",400,5,288.15,"Marine","no"
"Salmo salar","Salmonidae",480,1.5,288.15,"Marine","no"
"Salmo salar","Salmonidae",520,2.5,287.65,"Marine","no"
"Salmo salar","Salmonidae",568,0.13,295.15,"Marine","no"
"Salmo salar","Salmonidae",570,0.13,295.15,"Marine","no"
"Salmo salar","Salmonidae",750,0.17,287.65,"Marine","no"
"Salmo trutta","Salmonidae",118,0.61,283.15,"Marine","no"
